,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,age
5375,Graduate Degree,Manual,F,M,0,0,0,2,10.4549271492,0,26.0
5376,Graduate Degree,Professional,F,S,1,1,0,0,11.7716677935,0,30.0
5377,Graduate Degree,Management,F,S,1,3,0,0,11.6207030571,1,30.0
5378,Bachelors,Skilled Manual,M,M,0,2,0,1,10.9674393809,0,26.0
5379,Partial College,Clerical,F,S,1,2,0,1,11.363299533,0,56.0
5380,High School,Skilled Manual,F,S,0,0,0,0,11.0123141636,0,27.0
5381,Bachelors,Management,F,S,0,3,0,0,11.589969836,1,25.0
5382,Partial College,Manual,F,S,1,0,0,0,10.4882697084,0,46.0
5383,Partial High School,Skilled Manual,F,S,1,2,0,0,10.987527512,1,40.0
5384,Bachelors,Management,F,M,1,2,2,2,11.5567892286,1,53.0
5385,Partial High School,Manual,F,S,0,0,0,0,10.4067143784,0,17.0
5386,High School,Skilled Manual,F,M,0,2,0,0,10.9839188983,0,17.0
5387,Partial High School,Skilled Manual,F,S,0,1,0,0,10.9500518762,0,22.0
5388,Partial College,Clerical,M,S,1,3,0,0,11.2702167582,1,48.0
5389,High School,Skilled Manual,F,M,0,1,0,0,10.8546047416,0,21.0
5390,Bachelors,Manual,F,M,0,0,0,1,10.1960452199,0,28.0
5391,High School,Manual,F,M,0,1,1,2,10.1617665606,0,24.0
5392,Bachelors,Skilled Manual,F,M,0,1,0,1,10.8683779542,1,27.0
5393,Partial College,Management,F,M,1,1,0,2,11.5686628697,0,52.0
5394,Graduate Degree,Management,F,S,0,2,0,0,11.5723823464,1,23.0
5395,Partial College,Management,M,M,1,2,1,2,11.55741114,1,34.0
5396,Partial College,Manual,M,S,0,1,0,0,10.4578036074,0,28.0
5397,Bachelors,Clerical,F,S,1,2,0,0,11.2633737679,0,40.0
5398,High School,Skilled Manual,F,S,1,1,0,0,10.9001963063,0,40.0
5399,Partial High School,Skilled Manual,F,M,1,2,1,2,10.984919772,1,39.0
5400,Graduate Degree,Manual,M,M,0,1,1,2,10.4658994278,0,27.0
5401,Bachelors,Clerical,M,M,1,2,1,2,11.3671363959,1,28.0
5402,Partial High School,Skilled Manual,M,M,1,2,1,2,10.8957388252,1,48.0
5403,Graduate Degree,Management,M,M,1,0,1,2,11.5948279806,1,26.0
5404,High School,Skilled Manual,F,M,1,1,2,2,10.957346518,1,52.0
5405,Bachelors,Manual,F,M,0,0,0,1,10.4566252601,1,28.0
5406,Bachelors,Skilled Manual,M,S,0,2,0,0,10.9995465844,1,31.0
5407,Partial High School,Skilled Manual,M,S,0,1,0,0,10.877971718,1,23.0
5408,Partial College,Manual,F,S,0,0,0,0,10.3414198508,0,34.0
5409,Graduate Degree,Professional,F,S,1,2,0,0,11.8079430665,1,30.0
5410,High School,Manual,M,M,0,0,0,0,10.3093859001,1,17.0
5411,Partial College,Clerical,M,M,1,2,1,1,11.3690550946,1,31.0
5412,High School,Clerical,M,S,1,3,1,1,11.352157942,1,51.0
5413,Partial College,Manual,F,M,1,1,1,2,10.5050127435,1,47.0
5414,High School,Skilled Manual,M,M,1,1,1,2,10.9105143827,1,39.0
5415,Partial College,Manual,F,S,1,1,0,0,10.5063543825,0,48.0
5416,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.9439939198,0,30.0
5417,Graduate Degree,Clerical,F,M,1,2,0,1,11.3161803875,1,28.0
5418,Bachelors,Manual,F,M,1,0,1,1,10.478132689,1,38.0
5419,High School,Skilled Manual,M,S,0,1,0,0,10.9309618134,1,25.0
5420,Bachelors,Skilled Manual,M,S,0,0,0,0,10.8515094826,1,34.0
5421,Partial College,Skilled Manual,F,S,0,1,0,0,10.8413244888,0,22.0
5422,Bachelors,Clerical,M,S,1,3,0,0,11.3456659047,1,34.0
5423,High School,Skilled Manual,M,S,0,0,0,0,10.9316416109,1,37.0
5424,Bachelors,Professional,F,M,1,2,2,2,11.8058562389,1,37.0
5425,Bachelors,Clerical,F,S,1,0,0,0,11.2900818687,1,39.0
5426,Partial College,Skilled Manual,F,S,0,1,0,0,10.8458358187,0,21.0
5427,Bachelors,Skilled Manual,F,S,0,2,0,0,10.8643500398,0,38.0
5428,Partial College,Clerical,F,M,1,0,1,2,11.2715415654,1,44.0
5429,Bachelors,Skilled Manual,F,M,0,0,1,2,10.9622669407,1,27.0
5430,High School,Manual,M,M,1,1,0,1,10.3497106531,0,42.0
5431,Partial College,Clerical,M,M,1,2,1,2,11.339119547,1,61.0
5432,Graduate Degree,Professional,M,S,1,1,0,0,11.8367031803,1,30.0
5433,Bachelors,Professional,M,S,1,3,0,0,11.8061620823,1,31.0
5434,Partial College,Clerical,F,M,1,2,1,2,11.3220675772,1,45.0
5435,High School,Skilled Manual,F,M,0,1,0,0,10.9167053382,1,17.0
5436,Partial College,Skilled Manual,F,M,1,1,1,2,11.0211669039,1,48.0
5437,Partial College,Management,M,S,1,2,0,0,11.6351784953,1,37.0
5438,High School,Clerical,F,M,1,0,0,1,11.3672405162,1,48.0
5439,Bachelors,Manual,M,S,0,0,0,0,10.5156957906,0,28.0
5440,Partial College,Management,M,S,1,2,0,0,11.5493345369,1,43.0
5441,Partial High School,Skilled Manual,F,M,1,1,0,1,11.0123471577,1,40.0
5442,High School,Skilled Manual,F,S,0,0,0,0,10.9240301858,1,21.0
5443,Partial College,Skilled Manual,M,S,0,0,0,0,11.0378208478,1,18.0
5444,High School,Skilled Manual,M,S,1,0,0,0,10.8822271237,1,40.0
5445,Bachelors,Clerical,M,S,0,1,0,0,11.3580128283,0,25.0
5446,Bachelors,Clerical,F,S,0,1,0,0,11.3553355444,0,31.0
5447,Partial College,Management,F,S,1,0,0,0,11.592484979,1,43.0
5448,Partial College,Management,F,M,1,1,0,2,11.5720807726,0,45.0
5449,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9395681938,0,27.0
5450,Bachelors,Skilled Manual,F,M,0,2,0,0,10.9958134566,1,22.0
5451,Partial High School,Skilled Manual,M,S,1,1,1,1,10.9212331831,1,49.0
5452,High School,Skilled Manual,F,S,0,2,0,0,10.84719888,1,36.0
5453,High School,Clerical,M,S,1,3,0,0,11.2469526977,1,46.0
5454,High School,Skilled Manual,F,S,0,1,0,0,10.9493844835,0,25.0
5455,Partial High School,Manual,F,M,1,1,1,2,10.3492945399,0,49.0
5456,Bachelors,Management,F,S,1,2,0,1,11.5645686981,0,54.0
5457,High School,Skilled Manual,M,M,1,1,2,2,10.9285429992,1,39.0
5458,Graduate Degree,Management,F,M,1,2,0,0,11.57287221,1,27.0
5459,Graduate Degree,Management,F,M,1,0,1,1,11.6290359917,1,25.0
5460,Partial High School,Manual,M,S,0,1,0,0,10.5046016776,0,16.0
5461,Partial High School,Skilled Manual,M,S,1,0,0,0,10.8483463047,1,42.0
5462,Bachelors,Management,F,S,0,3,0,0,11.5926050298,0,21.0
5463,Bachelors,Clerical,F,S,1,0,0,0,11.2693623461,0,38.0
5464,Graduate Degree,Clerical,M,M,1,2,0,1,11.3109316724,0,25.0
5465,Graduate Degree,Manual,F,S,0,1,0,0,10.1774382801,0,29.0
5466,Bachelors,Management,M,S,0,3,0,0,11.623043645,1,28.0
5467,High School,Skilled Manual,F,S,0,0,0,0,10.8910565424,1,35.0
5468,Partial College,Management,M,S,1,2,0,0,11.6054408338,1,43.0
5469,High School,Clerical,F,S,1,3,0,0,11.35748729,0,36.0
5470,Bachelors,Manual,M,M,1,1,1,2,10.5067100256,1,39.0
5471,Partial College,Management,M,M,0,1,0,0,11.6259237386,0,18.0
5472,Bachelors,Management,F,S,0,2,0,0,11.6035702332,1,28.0
5473,Bachelors,Manual,M,M,0,1,0,2,10.2697612804,0,31.0
5474,Partial High School,Skilled Manual,M,S,1,2,0,0,10.9685258221,1,42.0
5475,Bachelors,Skilled Manual,M,M,1,0,1,3,10.9179389432,1,70.0
5476,Graduate Degree,Clerical,F,M,1,1,0,2,11.3773806181,1,53.0
5477,Graduate Degree,Clerical,M,M,1,3,1,1,11.2994351707,1,25.0
5478,Graduate Degree,Skilled Manual,M,M,0,0,0,1,10.9696283011,1,26.0
5479,Graduate Degree,Management,F,S,1,3,0,0,11.629481081,1,34.0
5480,Graduate Degree,Professional,M,M,1,2,2,2,11.8380694933,1,27.0
5481,Partial College,Clerical,F,M,0,1,0,0,11.3698053904,0,21.0
5482,Partial High School,Manual,F,M,1,0,1,1,10.2782185013,0,47.0
5483,High School,Skilled Manual,M,S,1,1,0,0,10.8485795182,0,44.0
5484,Bachelors,Clerical,M,M,1,3,1,1,11.2615496062,1,39.0
5485,Graduate Degree,Skilled Manual,M,M,0,1,0,2,10.85763268,0,27.0
5486,Bachelors,Skilled Manual,F,M,1,0,2,2,10.9371701325,1,31.0
5487,Partial College,Skilled Manual,F,S,0,1,0,0,10.8828657533,0,33.0
5488,Graduate Degree,Clerical,M,M,1,3,0,2,11.3302758544,1,60.0
5489,Bachelors,Management,M,S,1,2,0,1,11.6281095708,0,55.0
5490,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.954781094,0,27.0
5491,Graduate Degree,Skilled Manual,F,M,0,1,0,2,10.9227138623,0,24.0
5492,Partial College,Manual,M,M,0,1,0,0,10.4364953232,0,18.0
5493,Bachelors,Clerical,F,S,1,3,1,1,11.3389767578,1,57.0
5494,Partial College,Management,F,M,1,1,2,2,11.6218336801,1,40.0
5495,Bachelors,Management,M,S,0,3,0,0,11.5534914267,1,17.0
5496,High School,Clerical,F,S,0,2,0,0,11.3575340157,1,22.0
5497,High School,Clerical,M,M,1,3,1,2,11.302735157,1,52.0
5498,Graduate Degree,Skilled Manual,M,S,0,1,0,0,11.0157726081,0,24.0
5499,Graduate Degree,Professional,M,S,1,1,1,1,11.8066914926,1,57.0
5500,Bachelors,Skilled Manual,M,M,1,1,0,2,11.0391708094,0,31.0
5501,Bachelors,Management,M,S,1,1,0,0,11.6082810983,0,32.0
5502,Bachelors,Clerical,F,M,1,0,0,2,11.2579170796,0,52.0
5503,Partial College,Manual,F,M,1,0,0,2,10.2251361746,0,40.0
5504,High School,Skilled Manual,F,M,1,1,1,1,11.0083635167,1,39.0
5505,Partial High School,Skilled Manual,F,S,1,0,0,0,10.9579215261,0,40.0
5506,High School,Manual,F,S,0,0,0,0,10.2303783188,0,33.0
5507,Bachelors,Clerical,F,S,1,2,0,1,11.3547968838,0,61.0
5508,High School,Skilled Manual,F,M,1,1,0,2,10.9255067324,0,48.0
5509,Partial College,Management,F,M,1,3,0,0,11.6340540093,1,23.0
5510,Bachelors,Manual,F,M,1,1,0,2,10.4022001084,1,54.0
5511,Bachelors,Management,M,M,1,3,1,2,11.6284927143,1,38.0
5512,Partial College,Clerical,F,M,1,0,0,1,11.2565870088,1,32.0
5513,Partial High School,Manual,M,M,1,1,2,2,10.1886664948,0,44.0
5514,Bachelors,Professional,M,S,1,1,0,0,11.7904587119,0,33.0
5515,High School,Skilled Manual,F,S,0,0,0,0,10.8761019055,1,27.0
5516,Graduate Degree,Management,M,M,1,2,1,2,11.5575641666,1,65.0
5517,Bachelors,Management,F,M,1,3,0,0,11.6001576509,1,27.0
5518,Graduate Degree,Manual,F,M,1,0,0,2,10.4672376396,1,37.0
5519,Bachelors,Management,F,M,1,3,0,2,11.5746036492,1,26.0
5520,Graduate Degree,Clerical,F,M,1,3,1,1,11.3013275061,1,30.0
5521,Partial College,Skilled Manual,M,M,1,1,1,1,10.9650035366,0,38.0
5522,Bachelors,Professional,F,S,1,2,0,0,11.7671334806,1,38.0
5523,Partial High School,Manual,M,S,0,0,0,0,10.4772034649,0,22.0
5524,Partial College,Clerical,F,S,0,2,0,0,11.3758334552,1,22.0
5525,High School,Clerical,M,S,0,2,0,0,11.2481653327,1,20.0
5526,Graduate Degree,Management,F,M,1,3,1,2,11.6259862573,1,29.0
5527,Bachelors,Management,F,S,1,2,0,0,11.5949016868,1,32.0
5528,Partial High School,Manual,M,M,1,0,0,3,10.4462187373,0,84.0
5529,High School,Manual,F,M,0,1,1,2,10.4673798972,1,27.0
5530,Bachelors,Management,M,M,1,1,2,2,11.6392585116,1,27.0
5531,Graduate Degree,Management,M,M,1,2,0,0,11.5635140111,1,35.0
5532,Graduate Degree,Skilled Manual,M,S,1,1,1,1,10.9299054217,1,55.0
5533,High School,Skilled Manual,F,S,1,1,0,1,10.9352475342,0,53.0
5534,Partial High School,Manual,F,M,0,1,1,2,10.2751890305,0,24.0
5535,Partial College,Clerical,M,M,0,0,0,0,11.2490510608,1,18.0
5536,Partial College,Management,F,M,1,1,1,2,11.6245562811,1,40.0
5537,High School,Skilled Manual,M,M,1,0,1,2,11.0155753046,1,48.0
5538,High School,Skilled Manual,F,M,1,1,0,2,10.9735631831,0,42.0
5539,Graduate Degree,Skilled Manual,F,S,1,1,0,0,11.008827162,0,43.0
5540,Bachelors,Management,F,M,1,3,3,3,11.6204965356,1,59.0
5541,High School,Manual,F,M,0,0,0,0,10.3036720762,0,21.0
5542,Graduate Degree,Professional,F,S,1,1,0,0,11.8226282911,0,30.0
5543,High School,Manual,M,M,1,0,1,2,10.2486363246,0,36.0
5544,Graduate Degree,Clerical,M,M,1,1,0,3,11.2674851787,0,67.0
5545,High School,Clerical,M,S,0,1,0,0,11.2871534623,0,23.0
5546,Bachelors,Skilled Manual,M,S,0,0,0,0,10.986055144,0,27.0
5547,High School,Skilled Manual,F,M,1,2,0,1,11.0068220075,1,45.0
5548,High School,Clerical,M,S,0,2,0,0,11.3623234811,1,28.0
5549,High School,Manual,F,M,1,1,0,2,10.3175158913,1,41.0
5550,Partial College,Clerical,M,M,1,3,0,1,11.3452757484,0,37.0
5551,Bachelors,Manual,F,S,0,1,0,0,10.2813073598,0,31.0
5552,Graduate Degree,Skilled Manual,F,S,0,2,0,0,10.9616944266,1,28.0
5553,High School,Skilled Manual,M,M,1,1,0,2,11.0213304095,1,48.0
5554,High School,Clerical,M,M,1,0,0,2,11.3497239496,0,40.0
5555,Partial College,Management,M,M,1,3,1,2,11.6210621236,1,39.0
5556,High School,Manual,F,M,1,0,1,2,10.4218050421,1,44.0
5557,Bachelors,Professional,F,S,1,1,0,0,11.7706945725,0,35.0
5558,Partial College,Management,F,S,0,1,0,0,11.6146333178,0,28.0
5559,Partial College,Clerical,F,M,1,3,1,1,11.2593871371,1,36.0
5560,Graduate Degree,Management,M,M,1,3,1,2,11.6097072886,1,64.0
5561,Partial College,Clerical,F,S,0,1,0,0,11.2873539686,0,18.0
5562,Bachelors,Management,M,S,1,2,0,0,11.6043553991,1,36.0
5563,Partial High School,Skilled Manual,F,S,1,1,0,0,10.9903477214,0,43.0
5564,Partial College,Management,F,S,1,0,0,0,11.5779263792,1,36.0
5565,Partial College,Skilled Manual,M,S,0,2,0,0,10.9157427955,1,26.0
5566,Bachelors,Professional,M,S,1,2,0,0,11.8034061177,1,30.0
5567,Partial College,Clerical,F,M,1,1,2,2,11.3219949573,1,36.0
5568,Graduate Degree,Clerical,M,M,1,0,0,2,11.2761266028,1,61.0
5569,Partial High School,Skilled Manual,F,M,0,1,1,2,11.0171033896,1,26.0
5570,Partial College,Manual,M,S,0,0,0,0,10.3625566167,1,21.0
5571,Partial College,Clerical,M,M,1,3,0,2,11.3079287591,1,46.0
5572,High School,Skilled Manual,M,M,1,0,1,2,10.8918756653,1,41.0
5573,Bachelors,Professional,F,M,1,2,0,2,11.8200939383,0,33.0
5574,Partial College,Clerical,F,S,1,1,0,0,11.2580461185,0,41.0
5575,High School,Clerical,F,S,0,0,0,0,11.322551575,1,24.0
5576,Partial College,Clerical,F,M,1,1,2,2,11.278859986,0,37.0
5577,High School,Manual,M,S,0,1,0,0,10.1570051077,0,18.0
5578,Bachelors,Skilled Manual,F,S,0,1,0,0,11.0324997136,0,29.0
5579,High School,Skilled Manual,M,M,0,2,0,0,11.034550897,0,22.0
5580,Bachelors,Clerical,F,M,1,2,1,2,11.3773577147,1,56.0
5581,Partial High School,Manual,M,S,0,0,0,0,10.3451238569,0,43.0
5582,Partial High School,Skilled Manual,M,S,0,0,0,0,10.8871752164,0,22.0
5583,Partial College,Management,M,S,0,1,0,0,11.5385542246,1,25.0
5584,Partial High School,Manual,M,S,0,1,0,0,10.2227046286,0,42.0
5585,Bachelors,Management,M,M,1,2,0,2,11.6216273919,0,57.0
5586,High School,Clerical,M,S,1,2,0,0,11.2850708339,1,40.0
5587,Partial College,Clerical,M,M,1,2,1,2,11.3112987571,1,35.0
5588,High School,Skilled Manual,M,S,0,1,0,0,11.0061914591,0,25.0
5589,Bachelors,Professional,F,M,1,2,1,2,11.7750589336,1,50.0
5590,Graduate Degree,Manual,F,M,1,1,1,2,10.4552151676,1,53.0
5591,Partial College,Management,M,M,1,2,1,2,11.6063065125,1,40.0
5592,Partial College,Skilled Manual,M,M,1,2,2,3,11.0320954412,1,56.0
5593,High School,Clerical,F,M,0,2,0,0,11.2957018562,1,17.0
5594,Partial High School,Manual,M,M,1,1,1,2,10.192718425,0,42.0
5595,Graduate Degree,Clerical,M,S,0,1,0,0,11.3026734594,0,26.0
5596,Bachelors,Skilled Manual,M,M,0,1,0,0,10.9216487168,0,21.0
5597,Bachelors,Skilled Manual,F,M,1,0,1,1,10.8411678871,1,31.0
5598,High School,Skilled Manual,F,S,0,0,0,0,10.8572281999,1,20.0
5599,Bachelors,Skilled Manual,M,S,0,0,0,0,10.9590357517,0,31.0
5600,Partial College,Skilled Manual,M,M,1,2,1,2,10.9459526806,1,47.0
5601,Bachelors,Manual,M,M,1,0,1,2,10.279283519,0,50.0
5602,Graduate Degree,Skilled Manual,F,S,1,0,0,0,11.0358730513,0,44.0
5603,Partial College,Skilled Manual,M,S,0,0,0,0,10.9499640868,0,19.0
5604,Partial High School,Skilled Manual,M,S,1,2,0,0,10.9755333907,1,40.0
5605,Bachelors,Management,F,M,1,1,1,1,11.5398692004,1,40.0
5606,Graduate Degree,Skilled Manual,F,M,0,2,0,1,10.955654426,1,28.0
5607,High School,Clerical,F,S,0,2,0,0,11.3773691665,1,20.0
5608,Bachelors,Skilled Manual,M,S,0,2,0,0,11.0271663676,1,38.0
5609,Partial College,Management,M,S,0,2,0,0,11.6297747315,1,19.0
5610,Partial College,Skilled Manual,F,M,1,2,1,2,10.9989950263,1,49.0
5611,Partial College,Clerical,M,M,1,1,1,2,11.3152668952,1,36.0
5612,Partial High School,Manual,F,S,0,1,0,0,10.2597974298,0,41.0
5613,Partial College,Skilled Manual,M,M,1,1,0,1,10.9725337056,1,36.0
5614,Graduate Degree,Skilled Manual,M,S,0,2,0,0,10.898386117,0,28.0
5615,High School,Skilled Manual,F,S,0,1,0,0,10.9816419993,0,20.0
5616,Graduate Degree,Manual,M,M,0,0,1,1,10.3905633691,1,28.0
5617,Partial College,Clerical,F,M,1,1,1,2,11.2984318945,1,39.0
5618,Partial College,Skilled Manual,F,S,0,2,0,0,10.8981272508,0,22.0
5619,Graduate Degree,Skilled Manual,M,S,0,2,0,0,10.8587874367,1,38.0
5620,Bachelors,Clerical,M,S,0,0,0,0,11.3433700728,1,29.0
5621,Partial High School,Manual,F,S,0,1,0,0,10.2752924592,0,41.0
5622,Bachelors,Clerical,F,M,1,3,1,2,11.3423743638,1,37.0
5623,Graduate Degree,Management,F,S,1,1,0,1,11.5769607345,0,58.0
5624,Bachelors,Skilled Manual,F,M,1,2,1,1,11.0027829412,1,31.0
5625,Graduate Degree,Clerical,M,S,1,1,0,0,11.3621839673,0,35.0
5626,Partial College,Management,F,S,0,2,0,0,11.5823675689,1,19.0
5627,High School,Skilled Manual,F,S,0,0,0,0,10.8682826935,0,23.0
5628,Partial College,Skilled Manual,M,M,1,1,2,2,11.0420414483,1,40.0
5629,Bachelors,Management,F,S,1,2,0,0,11.6048937031,1,37.0
5630,Partial College,Management,F,M,1,0,2,2,11.5647776032,1,49.0
5631,Bachelors,Clerical,F,M,0,1,0,0,11.2827950624,0,24.0
5632,Partial College,Clerical,M,M,1,1,0,2,11.3722601146,0,40.0
5633,Graduate Degree,Professional,F,M,1,3,0,2,11.776235436,1,30.0
5634,High School,Manual,M,S,0,0,0,0,10.3996156955,0,16.0
5635,Bachelors,Management,M,M,1,2,0,0,11.6294276807,1,32.0
5636,Graduate Degree,Professional,M,S,1,3,0,0,11.8423587001,0,30.0
5637,Bachelors,Manual,M,M,0,1,0,0,10.4394837234,1,22.0
5638,High School,Skilled Manual,F,S,0,2,0,0,10.9083201563,0,22.0
5639,Graduate Degree,Manual,F,S,1,1,0,1,10.2210681753,0,54.0
5640,High School,Manual,M,M,0,1,1,2,10.4293101573,1,29.0
5641,Graduate Degree,Clerical,F,M,0,2,0,0,11.363763985,0,23.0
5642,Bachelors,Clerical,F,M,0,3,0,0,11.2767979861,1,23.0
5643,Graduate Degree,Management,F,M,1,3,1,2,11.627012791,1,30.0
5644,Bachelors,Skilled Manual,F,M,1,2,2,2,10.9184464562,1,32.0
5645,Partial College,Management,M,M,1,2,0,1,11.5591599853,1,36.0
5646,Bachelors,Clerical,F,M,0,0,0,0,11.3334877459,1,23.0
5647,Bachelors,Clerical,F,S,0,0,0,0,11.2546209486,0,29.0
5648,Bachelors,Skilled Manual,F,S,0,2,0,0,10.9279508426,0,28.0
5649,Partial College,Clerical,M,M,1,2,2,2,11.3476026081,1,35.0
5650,Partial College,Skilled Manual,M,M,0,1,0,0,10.9923356597,0,20.0
5651,High School,Skilled Manual,M,S,0,0,0,0,11.039748807,0,31.0
5652,Graduate Degree,Management,F,S,1,1,0,0,11.6266380052,0,29.0
5653,Partial College,Clerical,M,M,1,3,1,2,11.3107235979,1,43.0
5654,High School,Skilled Manual,M,M,1,1,0,2,11.0111586857,1,45.0
5655,Bachelors,Management,F,S,1,2,0,0,11.6137476982,0,29.0
5656,Bachelors,Management,F,M,1,3,1,2,11.5548156887,1,33.0
5657,Partial High School,Skilled Manual,F,M,0,1,0,0,11.0099687996,1,22.0
5658,Bachelors,Clerical,M,S,0,2,0,0,11.2503911861,1,25.0
5659,High School,Skilled Manual,M,M,1,0,1,2,10.9881023316,1,42.0
5660,Partial College,Clerical,F,M,1,1,1,2,11.3649473622,1,46.0
5661,Bachelors,Clerical,M,S,1,1,0,0,11.2618067318,1,34.0
5662,High School,Skilled Manual,F,M,1,2,0,2,10.9929581833,1,39.0
5663,Bachelors,Management,F,S,0,3,0,0,11.5533185675,0,28.0
5664,Bachelors,Clerical,M,M,1,1,1,2,11.3232771328,1,31.0
5665,Partial College,Clerical,F,S,1,2,0,0,11.3738932563,1,34.0
5666,Partial College,Skilled Manual,M,M,1,1,0,2,10.9764571941,0,43.0
5667,Partial College,Clerical,M,S,1,3,0,0,11.2915179059,1,40.0
5668,Bachelors,Skilled Manual,M,M,1,2,0,2,10.8513157104,0,31.0
5669,High School,Skilled Manual,F,M,1,1,1,2,10.9493142058,1,44.0
5670,Bachelors,Professional,F,M,1,2,0,3,11.7563186025,0,57.0
5671,Bachelors,Clerical,F,S,0,2,0,0,11.2659501804,0,30.0
5672,High School,Manual,M,S,0,1,0,0,10.4579184938,1,21.0
5673,Graduate Degree,Professional,F,S,1,3,1,1,11.8198953263,1,59.0
5674,Bachelors,Skilled Manual,F,M,1,1,1,2,10.9089240486,1,57.0
5675,Partial College,Skilled Manual,F,S,0,1,0,0,10.8830159598,0,34.0
5676,Partial College,Management,F,M,1,3,0,2,11.566219756,0,36.0
5677,Partial College,Management,M,M,1,1,0,0,11.6028210121,0,23.0
5678,Partial College,Skilled Manual,M,S,0,0,0,0,10.8794047612,1,37.0
5679,Graduate Degree,Management,F,M,1,3,1,2,11.5744814177,1,58.0
5680,Graduate Degree,Clerical,M,M,1,1,0,2,11.3039436611,0,54.0
5681,Graduate Degree,Skilled Manual,M,M,0,1,1,2,11.0261418357,1,28.0
5682,Partial College,Clerical,M,M,1,2,2,2,11.3518525483,1,40.0
5683,Graduate Degree,Management,M,M,1,2,1,2,11.6089717374,1,27.0
5684,Bachelors,Clerical,M,M,1,1,1,2,11.351476551,1,27.0
5685,Graduate Degree,Skilled Manual,M,M,1,0,2,2,10.9003439322,1,32.0
5686,High School,Clerical,M,M,1,1,0,2,11.3103685473,0,36.0
5687,Bachelors,Professional,F,S,1,1,0,0,11.8365006047,0,31.0
5688,Bachelors,Skilled Manual,F,M,1,2,1,2,11.0284009156,1,30.0
5689,Bachelors,Management,F,M,1,2,1,2,11.5979281592,1,53.0
5690,Graduate Degree,Management,F,M,1,2,0,0,11.6012842671,1,34.0
5691,Bachelors,Clerical,M,M,1,0,2,2,11.2756956667,1,31.0
5692,Partial College,Manual,M,S,1,1,1,1,10.4235008402,1,55.0
5693,Partial College,Management,F,M,1,3,1,2,11.6025101947,1,50.0
5694,Partial College,Skilled Manual,F,S,1,1,0,0,10.8908330288,0,47.0
5695,Bachelors,Management,F,S,1,1,0,0,11.530598375,0,29.0
5696,Bachelors,Management,M,M,1,1,1,2,11.5530304025,1,35.0
5697,Bachelors,Skilled Manual,M,M,1,1,1,1,11.0429378356,1,30.0
5698,Partial College,Clerical,F,M,1,1,0,2,11.3076955029,1,34.0
5699,Bachelors,Management,F,S,1,3,0,0,11.5609343717,1,29.0
5700,Partial High School,Skilled Manual,F,S,0,0,0,0,10.99576314,1,24.0
5701,Graduate Degree,Professional,F,M,1,3,0,0,11.7856436346,1,24.0
5702,Graduate Degree,Skilled Manual,M,S,0,2,0,0,10.9309976037,0,26.0
5703,High School,Clerical,F,M,1,2,0,2,11.3526628117,0,51.0
5704,Bachelors,Management,M,S,1,3,0,0,11.6396550275,0,29.0
5705,Partial College,Skilled Manual,F,M,1,1,0,1,10.8686255898,0,35.0
5706,Graduate Degree,Clerical,M,S,1,1,0,1,11.2549316362,1,64.0
5707,Partial College,Clerical,F,S,0,1,0,0,11.2464698423,0,17.0
5708,Bachelors,Management,F,M,0,1,0,0,11.5425036845,0,17.0
5709,High School,Clerical,M,M,1,0,1,1,11.2649383522,1,38.0
5710,Graduate Degree,Professional,M,M,1,2,0,2,11.7985629487,1,37.0
5711,Partial College,Management,F,S,1,1,0,0,11.5596086491,0,33.0
5712,Graduate Degree,Clerical,F,M,1,2,0,1,11.2684944345,1,30.0
5713,Partial High School,Manual,F,S,1,0,0,0,10.272634398,0,46.0
5714,Graduate Degree,Management,M,M,1,1,1,1,11.6090444085,1,35.0
5715,Bachelors,Skilled Manual,F,M,1,2,0,2,10.9867831371,1,46.0
5716,Partial College,Skilled Manual,M,S,0,1,0,0,10.9795474367,0,25.0
5717,High School,Skilled Manual,F,M,0,2,0,0,10.9932104474,1,23.0
5718,Bachelors,Clerical,F,M,1,2,0,1,11.2771018605,1,24.0
5719,High School,Skilled Manual,F,S,0,1,0,0,10.9916790664,0,28.0
5720,Bachelors,Clerical,F,S,0,2,0,0,11.3441517207,1,28.0
5721,Partial College,Skilled Manual,F,S,0,1,0,0,11.0213631074,0,21.0
5722,High School,Clerical,M,S,0,3,0,0,11.3091923072,1,18.0
5723,Partial High School,Manual,F,M,1,1,0,1,10.4346450753,0,47.0
5724,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9116644271,0,30.0
5725,Partial High School,Skilled Manual,M,M,1,2,1,2,10.9110804428,1,42.0
5726,Bachelors,Clerical,F,S,1,1,0,0,11.284115892,0,37.0
5727,High School,Clerical,F,M,1,1,2,2,11.3205293296,1,44.0
5728,Bachelors,Management,M,M,1,2,1,2,11.6017876282,1,53.0
5729,Bachelors,Clerical,F,S,0,1,0,0,11.3530266294,0,29.0
5730,Bachelors,Manual,M,M,0,1,0,2,10.5092232761,0,32.0
