,City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,age,year,month,day
1219,Bottrop,Nordrhein-Westfalen,Germany,2000-02-12,Partial High School,Manual,F,S,0,1,0,0,28084,0,45.82,17.0,2000,2,12
1220,London,England,United Kingdom,1994-02-17,Bachelors,Clerical,M,M,0,2,0,0,86425,0,50.57,23.0,1994,2,17
1221,London,England,United Kingdom,1980-11-10,Graduate Degree,Professional,F,S,1,2,0,0,135375,0,55.23,36.0,1980,11,10
1222,Beaverton,Oregon,United States,1976-11-04,Partial College,Skilled Manual,F,S,1,1,0,0,56296,0,50.67,40.0,1976,11,4
1223,München,Hessen,Germany,1974-09-03,Partial College,Clerical,F,M,1,0,0,2,84967,1,50.2,42.0,1974,9,3
1224,Bottrop,Nordrhein-Westfalen,Germany,1988-05-27,Bachelors,Management,F,M,1,1,1,1,107777,1,51.68,28.0,1988,5,27
1225,Cliffside,British Columbia,Canada,1995-07-07,Partial College,Management,F,S,0,1,0,0,106630,0,52.43,21.0,1995,7,7
1226,Paris,Seine (Paris),France,1993-04-14,Bachelors,Skilled Manual,M,M,0,2,0,0,54324,0,48.06,23.0,1993,4,14
1227,Darlinghurst,New South Wales,Australia,1996-10-07,Bachelors,Skilled Manual,F,S,0,2,0,0,52313,1,51.51,20.0,1996,10,7
1228,Erlangen,Bayern,Germany,1983-10-07,Partial High School,Manual,M,M,0,1,0,1,33594,0,46.09,33.0,1983,10,7
1229,Bellflower,California,United States,1984-06-12,Bachelors,Skilled Manual,F,S,0,1,0,0,61385,0,51.11,32.0,1984,6,12
1230,Spring Valley,California,United States,1973-09-20,Partial High School,Skilled Manual,F,S,1,1,0,0,60671,0,49.33,43.0,1973,9,20
1231,Victoria,British Columbia,Canada,1967-11-22,Bachelors,Clerical,M,M,1,1,0,2,87710,0,50.24,49.0,1967,11,22
1232,Bellflower,California,United States,1959-05-18,Graduate Degree,Clerical,M,S,1,2,1,1,83248,1,54.18,57.0,1959,5,18
1233,Sooke,British Columbia,Canada,1983-04-24,Partial College,Clerical,M,M,1,2,1,2,82017,1,50.25,33.0,1983,4,24
1234,Darlinghurst,New South Wales,Australia,1974-05-18,Partial College,Skilled Manual,F,S,1,1,0,0,50955,0,48.7,42.0,1974,5,18
1235,Paderborn,Nordrhein-Westfalen,Germany,1986-12-14,High School,Clerical,M,M,1,2,1,2,77138,1,51.37,30.0,1986,12,14
1236,York,England,United Kingdom,1983-06-02,Partial High School,Manual,F,M,0,1,0,2,35603,0,46.17,33.0,1983,6,2
1237,Watford,England,United Kingdom,1978-07-03,Partial College,Management,F,S,1,1,0,0,112208,0,54.46,38.0,1978,7,3
1238,Ballard,Washington,United States,1981-11-24,Partial College,Manual,M,M,1,1,1,2,27261,0,55.52,35.0,1981,11,24
1239,Milsons Point,New South Wales,Australia,2000-01-06,Partial College,Skilled Manual,M,S,0,1,0,0,59292,0,53.37,17.0,2000,1,6
1240,Warrnambool,Victoria,Australia,1987-11-11,Bachelors,Management,F,S,1,2,0,0,109462,1,52.54,29.0,1987,11,11
1241,Bellflower,California,United States,1975-09-12,High School,Skilled Manual,F,M,1,1,1,2,51009,1,51.49,41.0,1975,9,12
1242,N. Vancouver,British Columbia,Canada,1989-04-12,Graduate Degree,Skilled Manual,M,M,0,1,0,1,61657,1,49.21,27.0,1989,4,12
1243,Salzgitter,Hessen,Germany,1972-06-07,Partial College,Clerical,M,S,1,2,0,0,83467,0,55.85,44.0,1972,6,7
1244,Bellingham,Washington,United States,1990-05-27,Graduate Degree,Manual,M,S,0,1,0,0,31991,0,46.57,26.0,1990,5,27
1245,Oregon City,Oregon,United States,1989-06-21,Graduate Degree,Management,F,M,1,1,1,2,112200,1,56.15,27.0,1989,6,21
1246,Goulburn,New South Wales,Australia,1994-04-02,Bachelors,Manual,F,S,0,1,0,0,28050,0,49.74,22.0,1994,4,2
1247,Saarlouis,Saarland,Germany,1979-07-22,Partial College,Skilled Manual,M,M,1,1,1,2,57838,1,51.28,37.0,1979,7,22
1248,N. Vancouver,British Columbia,Canada,1976-09-12,High School,Manual,F,M,1,0,1,1,28034,0,44.97,40.0,1976,9,12
1249,Boulogne-sur-Mer,Pas de Calais,France,1997-02-06,High School,Skilled Manual,M,S,0,0,0,0,57590,0,48.53,20.0,1997,2,6
1250,Colomiers,Garonne (Haute),France,1993-07-08,High School,Manual,M,S,0,1,0,0,35662,0,47.94,23.0,1993,7,8
1251,Glendale,California,United States,1974-11-12,Partial High School,Manual,F,S,0,1,0,0,33746,0,47.35,42.0,1974,11,12
1252,Courbevoie,Hauts de Seine,France,1986-07-07,Bachelors,Professional,M,S,1,2,0,0,128992,0,60.19,30.0,1986,7,7
1253,Tacoma,Washington,United States,1967-05-17,High School,Manual,F,M,1,1,0,2,31263,1,46.01,49.0,1967,5,17
1254,Corvallis,Oregon,United States,1967-09-17,High School,Skilled Manual,M,S,1,2,0,1,56118,1,51.02,49.0,1967,9,17
1255,Sèvres,Hauts de Seine,France,1994-08-06,Partial College,Manual,F,S,0,1,0,0,36114,0,48.27,22.0,1994,8,6
1256,Newport Beach,California,United States,1957-10-26,Graduate Degree,Manual,M,M,1,1,0,2,37086,1,47.37,59.0,1957,10,26
1257,Coronado,California,United States,1996-10-04,High School,Clerical,F,M,0,0,0,0,79740,0,50.3,20.0,1996,10,4
1258,Cranbourne,Victoria,Australia,1980-07-08,Partial College,Skilled Manual,F,M,1,2,0,2,54231,1,48.2,36.0,1980,7,8
1259,Geelong,Victoria,Australia,1958-04-18,Bachelors,Skilled Manual,M,M,1,1,1,2,57943,1,48.76,58.0,1958,4,18
1260,San Diego,California,United States,1982-05-02,Bachelors,Clerical,F,M,1,1,0,2,84714,0,50.81,34.0,1982,5,2
1261,Geelong,Victoria,Australia,1991-04-16,Partial High School,Manual,F,M,0,1,1,2,31587,0,48.99,25.0,1991,4,16
1262,La Jolla,California,United States,1981-08-25,Partial College,Clerical,M,M,1,3,0,2,80526,1,58.1,35.0,1981,8,25
1263,Burnaby,British Columbia,Canada,1986-07-07,Graduate Degree,Professional,F,S,1,3,0,0,130115,0,53.05,30.0,1986,7,7
1264,Hobart,Tasmania,Australia,1990-04-08,Partial High School,Skilled Manual,F,M,0,1,0,1,52168,0,48.16,26.0,1990,4,8
1265,Oregon City,Oregon,United States,1981-07-18,High School,Manual,F,S,0,0,0,0,25837,0,46.46,35.0,1981,7,18
1266,North Sydney,New South Wales,Australia,1979-05-26,Bachelors,Professional,F,S,1,3,0,0,133596,0,52.33,37.0,1979,5,26
1267,Oregon City,Oregon,United States,2000-11-15,High School,Skilled Manual,F,M,0,2,0,0,58451,1,48.65,16.0,2000,11,15
1268,Burlingame,California,United States,1986-09-15,Graduate Degree,Skilled Manual,F,S,0,0,0,0,50934,1,51.11,30.0,1986,9,15
1269,Cranbourne,Victoria,Australia,1960-06-08,Partial College,Management,M,M,1,3,0,2,112816,1,51.33,56.0,1960,6,8
1270,Lille,Nord,France,1982-03-05,Graduate Degree,Professional,F,S,1,2,0,0,128223,1,52.77,35.0,1982,3,5
1271,Salem,Oregon,United States,1986-04-17,Graduate Degree,Skilled Manual,M,M,1,1,1,1,53261,1,58.6,30.0,1986,4,17
1272,Royal Oak,British Columbia,Canada,1982-06-24,Partial College,Clerical,F,S,1,2,0,0,85405,1,54.95,34.0,1982,6,24
1273,Langley,British Columbia,Canada,1979-06-24,Graduate Degree,Manual,M,M,1,0,0,2,30253,1,54.33,37.0,1979,6,24
1274,Chula Vista,California,United States,1990-04-25,Graduate Degree,Clerical,F,M,1,1,1,2,78346,1,52.31,26.0,1990,4,25
1275,Saarbrücken,Saarland,Germany,1982-03-03,Graduate Degree,Skilled Manual,M,S,0,1,0,0,55924,0,55.37,35.0,1982,3,3
1276,Roncq,Nord,France,1976-04-24,Partial College,Skilled Manual,F,S,1,0,0,0,52139,0,51.47,40.0,1976,4,24
1277,Oak Bay,British Columbia,Canada,1991-08-09,Graduate Degree,Management,F,M,1,0,1,1,109171,1,52.05,25.0,1991,8,9
1278,Oxford,England,United Kingdom,1988-08-08,Bachelors,Clerical,F,S,0,1,0,0,77904,0,51.05,28.0,1988,8,8
1279,Paris,Seine (Paris),France,1994-11-12,Partial College,Clerical,F,S,0,2,0,0,84049,0,51.94,22.0,1994,11,12
1280,Bellflower,California,United States,1976-01-18,Partial College,Management,F,M,1,1,1,2,105671,1,55.34,41.0,1976,1,18
1281,London,England,United Kingdom,1971-03-21,High School,Skilled Manual,F,M,1,0,1,2,62036,1,52.11,45.0,1971,3,21
1282,Wollongong,New South Wales,Australia,1981-08-16,Partial College,Clerical,F,S,1,0,0,0,87069,1,51.05,35.0,1981,8,16
1283,Torrance,California,United States,1967-08-20,Bachelors,Clerical,F,M,1,2,0,2,78984,0,50.27,49.0,1967,8,20
1284,Burlingame,California,United States,1970-09-15,Partial College,Clerical,F,M,1,1,0,2,80827,1,50.31,46.0,1970,9,15
1285,Chatou,Yveline,France,1977-08-21,Partial College,Skilled Manual,F,S,1,1,0,0,51396,0,51.22,39.0,1977,8,21
1286,Melton,Victoria,Australia,1978-06-17,Graduate Degree,Clerical,F,M,1,1,1,2,80418,1,51.29,38.0,1978,6,17
1287,Rhodes,New South Wales,Australia,1977-01-09,Partial College,Management,M,M,1,2,1,2,112546,1,53.37,40.0,1977,1,9
1288,North Ryde,New South Wales,Australia,1998-07-21,Bachelors,Management,F,S,0,3,0,0,105208,1,50.43,18.0,1998,7,21
1289,Cheltenham,England,United Kingdom,1979-05-07,Partial College,Clerical,M,S,1,1,0,0,86134,1,57.49,37.0,1979,5,7
1290,El Cajon,California,United States,1978-06-14,Graduate Degree,Clerical,F,M,1,2,1,2,86207,1,50.46,38.0,1978,6,14
1291,National City,California,United States,1965-11-08,Bachelors,Management,F,S,1,2,0,1,111080,0,55.6,51.0,1965,11,8
1292,Lake Oswego,Oregon,United States,1973-02-17,High School,Skilled Manual,F,M,1,2,1,2,57054,1,52.17,44.0,1973,2,17
1293,Burlingame,California,United States,1983-03-16,Bachelors,Professional,M,M,1,2,0,0,136870,0,58.56,33.0,1983,3,16
1294,Kirkland,Washington,United States,1986-05-27,Bachelors,Manual,M,M,0,0,0,1,26113,0,46.77,30.0,1986,5,27
1295,Lieusaint,Seine et Marne,France,1976-03-11,High School,Manual,M,M,1,1,0,2,35696,0,48.32,41.0,1976,3,11
1296,Lincoln Acres,California,United States,1981-05-11,Bachelors,Management,F,M,1,2,0,0,106308,0,51.42,35.0,1981,5,11
1297,Sooke,British Columbia,Canada,1971-04-09,High School,Clerical,M,M,1,2,0,1,85681,0,54.81,45.0,1971,4,9
1298,Spokane,Washington,United States,1993-07-11,Graduate Degree,Skilled Manual,F,S,0,1,0,0,51770,0,51.94,23.0,1993,7,11
1299,Woodburn,Oregon,United States,1974-07-18,Partial High School,Skilled Manual,M,M,1,0,1,1,62202,1,51.41,42.0,1974,7,18
1300,Langley,British Columbia,Canada,1961-06-19,Graduate Degree,Skilled Manual,M,S,1,0,1,1,54295,1,50.76,55.0,1961,6,19
1301,Burbank,California,United States,1985-10-04,Bachelors,Skilled Manual,F,S,0,0,0,0,59026,1,48.88,31.0,1985,10,4
1302,Orleans,Loiret,France,1989-11-20,Graduate Degree,Skilled Manual,F,M,0,0,0,2,52525,0,48.56,27.0,1989,11,20
1303,N. Vancouver,British Columbia,Canada,1982-05-05,Partial College,Management,F,M,1,2,1,1,105438,1,53.65,34.0,1982,5,5
1304,Stuttgart,Saarland,Germany,1967-09-21,High School,Clerical,F,S,1,3,1,1,79693,1,51.68,49.0,1967,9,21
1305,Münster,Saarland,Germany,2000-05-26,Partial High School,Skilled Manual,M,M,0,0,0,0,60467,1,48.27,16.0,2000,5,26
1306,San Gabriel,California,United States,1988-04-04,Bachelors,Skilled Manual,M,S,0,2,0,0,57706,1,51.94,28.0,1988,4,4
1307,Burlingame,California,United States,1986-03-27,Graduate Degree,Clerical,M,S,0,1,0,0,86257,0,55.73,30.0,1986,3,27
1308,Hervey Bay,Queensland,Australia,1966-04-06,Partial College,Manual,F,M,1,1,1,2,32061,1,46.36,50.0,1966,4,6
1309,Coffs Harbour,New South Wales,Australia,1997-01-21,Partial College,Skilled Manual,M,S,0,1,0,0,59507,1,50.66,20.0,1997,1,21
1310,Lemon Grove,California,United States,1983-11-26,Graduate Degree,Skilled Manual,F,S,0,1,0,0,60232,0,50.48,33.0,1983,11,26
1311,Peterborough,England,United Kingdom,1973-05-18,Bachelors,Professional,F,M,1,2,0,2,132629,1,52.27,43.0,1973,5,18
1312,Peterborough,England,United Kingdom,1988-12-05,Bachelors,Manual,F,M,0,0,0,1,28915,0,45.78,28.0,1988,12,5
1313,Seattle,Washington,United States,1995-12-19,Partial College,Manual,M,M,0,1,0,0,30409,0,46.35,21.0,1995,12,19
1314,Oak Bay,British Columbia,Canada,1968-09-03,High School,Skilled Manual,M,M,1,0,0,2,59390,0,54.64,48.0,1968,9,3
1315,Paris,Seine (Paris),France,1981-03-18,Bachelors,Professional,M,M,1,2,0,0,135992,0,60.03,35.0,1981,3,18
1316,Redwood City,California,United States,1964-11-14,Bachelors,Clerical,M,S,1,0,1,1,83082,1,53.22,52.0,1964,11,14
1317,London,England,United Kingdom,1987-03-07,Partial College,Clerical,F,S,0,1,0,0,77499,0,52.83,30.0,1987,3,7
1318,Burien,Washington,United States,1953-10-14,Graduate Degree,Management,M,M,1,0,1,2,112216,1,53.05,63.0,1953,10,14
1319,Los Angeles,California,United States,1966-07-04,High School,Manual,F,M,1,1,1,2,28063,0,47.38,50.0,1966,7,4
1320,Concord,California,United States,1985-01-06,Bachelors,Skilled Manual,F,S,0,1,0,0,53901,0,50.21,32.0,1985,1,6
1321,Fremont,California,United States,1995-09-22,Partial College,Skilled Manual,M,M,0,2,0,0,60442,0,48.63,21.0,1995,9,22
1322,Carol Stream,Illinois,United States,2000-04-03,High School,Manual,F,M,0,1,0,0,34855,1,47.23,16.0,2000,4,3
1323,San Carlos,California,United States,1997-09-27,Partial College,Clerical,F,M,0,1,0,0,82031,0,49.53,19.0,1997,9,27
1324,Newton,British Columbia,Canada,1991-01-09,High School,Manual,M,S,0,1,0,0,36308,1,49.28,26.0,1991,1,9
1325,Milwaukie,Oregon,United States,1974-10-17,Partial High School,Manual,F,S,0,1,0,0,29159,0,47.93,42.0,1974,10,17
1326,Werne,Nordrhein-Westfalen,Germany,1963-06-28,Bachelors,Management,M,S,1,0,1,1,107586,1,51.58,53.0,1963,6,28
1327,Salem,Oregon,United States,2000-06-26,High School,Clerical,M,S,0,2,0,0,84318,1,52.82,16.0,2000,6,26
1328,Lake Oswego,Oregon,United States,1988-10-23,Bachelors,Clerical,M,S,0,1,0,0,82522,1,52.19,28.0,1988,10,23
1329,Duesseldorf,Hessen,Germany,1970-08-03,Partial College,Skilled Manual,F,S,1,0,0,0,59692,0,50.16,46.0,1970,8,3
1330,Tremblay-en-France,Seine Saint Denis,France,1984-06-17,High School,Skilled Manual,M,S,0,2,0,0,59386,1,56.83,32.0,1984,6,17
1331,Warrington,England,United Kingdom,1993-09-02,Graduate Degree,Professional,F,S,0,1,0,0,128192,0,55.98,23.0,1993,9,2
1332,Oak Bay,British Columbia,Canada,1975-03-27,High School,Skilled Manual,M,S,1,1,0,0,55467,1,60.49,41.0,1975,3,27
1333,London,England,United Kingdom,1979-04-02,Partial College,Skilled Manual,F,M,1,1,1,2,55684,0,49.1,37.0,1979,4,2
1334,Oak Bay,British Columbia,Canada,1966-06-05,Bachelors,Management,F,S,1,2,0,1,105812,0,54.71,50.0,1966,6,5
1335,Royal Oak,British Columbia,Canada,1996-08-27,High School,Clerical,F,S,0,1,0,0,78633,0,54.08,20.0,1996,8,27
1336,Werne,Nordrhein-Westfalen,Germany,1981-08-27,Graduate Degree,Skilled Manual,M,S,0,1,0,0,56523,1,57.33,35.0,1981,8,27
1337,North Ryde,New South Wales,Australia,1959-01-01,Bachelors,Management,F,S,1,2,1,1,107527,1,55.6,58.0,1959,1,1
1338,Bremerton,Washington,United States,1978-03-21,Graduate Degree,Skilled Manual,M,M,1,1,0,2,62678,0,48.95,38.0,1978,3,21
1339,Westminster,British Columbia,Canada,1984-06-19,Bachelors,Clerical,F,S,0,2,0,0,77711,0,52.3,32.0,1984,6,19
1340,Cranbourne,Victoria,Australia,1988-10-10,Bachelors,Professional,F,M,1,3,0,0,129343,0,52.56,28.0,1988,10,10
1341,Olympia,Washington,United States,1983-08-25,Partial College,Clerical,F,S,0,1,0,0,77200,0,53.2,33.0,1983,8,25
1342,Sooke,British Columbia,Canada,1965-05-21,Bachelors,Skilled Manual,M,M,1,1,1,2,61477,0,48.7,51.0,1965,5,21
1343,Royal Oak,British Columbia,Canada,1991-02-08,Graduate Degree,Manual,M,M,0,1,1,1,34027,1,50.61,26.0,1991,2,8
1344,Port Macquarie,New South Wales,Australia,1985-04-03,Bachelors,Professional,F,M,1,3,0,0,127946,1,51.97,31.0,1985,4,3
1345,N. Vancouver,British Columbia,Canada,1979-02-14,Graduate Degree,Professional,M,S,1,3,0,0,136805,1,53.71,38.0,1979,2,14
1346,Melbourne,Victoria,Australia,1975-11-21,High School,Skilled Manual,M,S,1,1,0,0,54472,1,53.82,41.0,1975,11,21
1347,Solingen,Nordrhein-Westfalen,Germany,1999-09-13,Partial College,Clerical,M,S,0,0,0,0,77243,0,53.87,17.0,1999,9,13
1348,Corvallis,Oregon,United States,1993-09-12,Graduate Degree,Professional,F,M,1,1,0,0,137371,1,52.47,23.0,1993,9,12
1349,Frankfurt am Main,Hamburg,Germany,1986-07-12,High School,Manual,M,S,0,0,0,0,32258,0,50.31,30.0,1986,7,12
1350,Everett,Washington,United States,1970-10-19,Partial College,Clerical,M,M,1,3,1,2,81965,1,57.49,46.0,1970,10,19
1351,Caloundra,Queensland,Australia,1973-07-11,Bachelors,Clerical,F,M,1,2,0,2,77620,0,49.76,43.0,1973,7,11
1352,Newport Beach,California,United States,1985-06-03,Graduate Degree,Professional,M,M,1,1,0,1,130812,1,52.14,31.0,1985,6,3
1353,Grossmont,California,United States,1994-02-18,Partial College,Clerical,F,S,0,0,0,0,80209,0,53.21,23.0,1994,2,18
1354,Woodland Hills,California,United States,1977-08-17,Partial High School,Skilled Manual,M,S,1,2,0,0,55604,1,50.54,39.0,1977,8,17
1355,Werne,Nordrhein-Westfalen,Germany,1984-05-27,Bachelors,Clerical,F,M,1,2,1,1,86234,1,52.33,32.0,1984,5,27
1356,Brisbane,Queensland,Australia,1995-11-19,Bachelors,Management,M,M,1,3,0,0,103288,0,50.88,21.0,1995,11,19
1357,Peterborough,England,United Kingdom,1999-04-02,Partial College,Skilled Manual,F,M,0,0,0,0,60033,0,49.42,17.0,1999,4,2
1358,Lavender Bay,New South Wales,Australia,1959-05-22,Bachelors,Clerical,M,M,1,1,0,2,83164,0,50.01,57.0,1959,5,22
1359,Grossmont,California,United States,1986-03-28,Graduate Degree,Clerical,F,S,0,2,0,0,83565,1,53.83,30.0,1986,3,28
1360,Grossmont,California,United States,1986-08-13,Bachelors,Skilled Manual,F,S,0,2,0,0,52063,0,49.64,30.0,1986,8,13
1361,Matraville,New South Wales,Australia,1981-02-21,Partial College,Clerical,F,M,1,1,0,1,80166,1,49.91,36.0,1981,2,21
1362,Beverly Hills,California,United States,1982-05-05,Bachelors,Clerical,F,S,1,1,0,0,86009,0,54.51,34.0,1982,5,5
1363,Melton,Victoria,Australia,2000-05-12,Partial College,Clerical,F,M,0,1,0,0,85085,0,50.18,16.0,2000,5,12
1364,Frankfurt am Main,Hamburg,Germany,1985-09-06,High School,Clerical,M,M,1,0,0,2,81905,1,56.87,31.0,1985,9,6
1365,San Gabriel,California,United States,1955-03-15,Graduate Degree,Manual,M,S,1,0,1,1,29876,0,49.93,62.0,1955,3,15
1366,Bury,England,United Kingdom,1995-08-13,Partial High School,Manual,M,S,0,0,0,0,29529,0,47.98,21.0,1995,8,13
1367,Santa Cruz,California,United States,1987-12-22,Graduate Degree,Skilled Manual,F,S,0,1,0,0,60923,0,52.36,29.0,1987,12,22
1368,Woodburn,Oregon,United States,1968-09-22,Partial College,Manual,M,M,1,1,1,2,31217,1,49.98,48.0,1968,9,22
1369,London,England,United Kingdom,1985-02-23,Bachelors,Skilled Manual,F,M,1,1,1,1,53246,1,48.55,32.0,1985,2,23
1370,Hawthorne,Queensland,Australia,1981-11-06,Partial College,Management,F,M,1,2,1,2,108919,1,54.47,35.0,1981,11,6
1371,London,England,United Kingdom,1991-09-21,Partial High School,Skilled Manual,M,S,0,1,0,0,57874,0,50.68,25.0,1991,9,21
1372,San Diego,California,United States,1999-03-08,Partial College,Clerical,M,S,0,1,0,0,80104,0,50.63,18.0,1999,3,8
1373,Hobart,Tasmania,Australia,1987-07-11,Bachelors,Professional,M,M,1,2,0,0,130065,0,52.45,29.0,1987,7,11
1374,Chula Vista,California,United States,1963-01-02,Bachelors,Skilled Manual,F,M,1,2,2,2,55432,1,48.33,54.0,1963,1,2
1375,Cliffside,British Columbia,Canada,1979-11-11,Graduate Degree,Professional,M,M,1,2,0,2,132916,1,60.16,37.0,1979,11,11
1376,Coronado,California,United States,1983-11-03,Bachelors,Clerical,M,S,0,2,0,0,87708,1,55.99,33.0,1983,11,3
1377,Long Beach,California,United States,1993-05-19,Graduate Degree,Clerical,M,M,0,0,0,0,80698,0,50.2,23.0,1993,5,19
1378,Gateshead,England,United Kingdom,1993-11-21,Bachelors,Professional,M,M,1,2,0,0,132354,1,51.88,23.0,1993,11,21
1379,Saarlouis,Saarland,Germany,1965-06-19,Graduate Degree,Manual,M,M,1,1,1,2,34603,1,48.64,51.0,1965,6,19
1380,Beaverton,Oregon,United States,1974-06-12,High School,Skilled Manual,F,S,1,0,0,0,57730,1,48.82,42.0,1974,6,12
1381,Melbourne,Victoria,Australia,1995-06-16,Bachelors,Manual,M,S,0,1,0,0,28002,0,47.43,21.0,1995,6,16
1382,Tremblay-en-France,Seine Saint Denis,France,1988-07-13,Graduate Degree,Professional,M,M,1,2,0,2,135609,1,51.68,28.0,1988,7,13
1383,Warrnambool,Victoria,Australia,1995-03-13,Bachelors,Skilled Manual,M,M,0,2,0,0,51600,1,48.63,21.0,1995,3,13
1384,Bremerton,Washington,United States,1995-11-07,Partial College,Clerical,M,M,0,2,0,0,81552,1,49.67,21.0,1995,11,7
1385,North Sydney,New South Wales,Australia,1985-02-18,Bachelors,Manual,F,S,0,1,0,0,29769,0,49.1,32.0,1985,2,18
1386,Melton,Victoria,Australia,1985-10-09,Bachelors,Skilled Manual,M,M,1,2,1,2,62043,1,59.35,31.0,1985,10,9
1387,Paderborn,Hamburg,Germany,1975-09-22,Partial College,Clerical,M,M,1,2,1,1,84193,1,52.56,41.0,1975,9,22
1388,Coronado,California,United States,1957-06-14,Graduate Degree,Clerical,M,M,1,3,1,2,80595,1,53.94,59.0,1957,6,14
1389,Gold Coast,Queensland,Australia,1980-10-11,Partial College,Manual,M,M,1,1,2,2,28029,0,51.19,36.0,1980,10,11
1390,Bellflower,California,United States,1981-09-09,High School,Manual,M,M,1,1,2,2,28263,0,47.76,35.0,1981,9,9
1391,North Sydney,New South Wales,Australia,1989-05-18,Graduate Degree,Professional,F,M,1,1,1,2,135416,1,54.06,27.0,1989,5,18
1392,Saint Germain en Laye,Yveline,France,1990-10-19,High School,Clerical,F,S,0,2,0,0,80138,0,49.9,26.0,1990,10,19
1393,Corvallis,Oregon,United States,1984-01-04,Bachelors,Manual,F,S,0,1,0,0,30478,0,49.2,33.0,1984,1,4
1394,Newton,British Columbia,Canada,1969-02-03,Partial High School,Skilled Manual,M,M,1,1,0,2,59478,0,51.21,48.0,1969,2,3
1395,Fremont,California,United States,1989-09-19,Graduate Degree,Clerical,F,M,1,3,1,2,84892,1,53.51,27.0,1989,9,19
1396,Newport Beach,California,United States,1980-06-10,Partial College,Management,F,M,1,1,0,2,105877,0,50.65,36.0,1980,6,10
1397,Victoria,British Columbia,Canada,1985-10-02,Bachelors,Skilled Manual,M,M,1,2,0,1,52159,0,52.97,31.0,1985,10,2
1398,Warrington,England,United Kingdom,1982-01-21,Graduate Degree,Management,F,M,1,2,0,2,105121,0,51.36,35.0,1982,1,21
1399,Seaford,Victoria,Australia,1974-02-08,Partial College,Management,M,S,1,3,0,0,107960,1,53.96,43.0,1974,2,8
1400,Sydney,New South Wales,Australia,1981-05-13,Partial College,Skilled Manual,F,M,1,2,1,2,52019,1,49.34,35.0,1981,5,13
1401,Darmstadt,Hessen,Germany,1983-12-28,Partial College,Clerical,M,S,0,2,0,0,85925,1,61.62,33.0,1983,12,28
1402,London,England,United Kingdom,1991-02-16,High School,Skilled Manual,M,S,0,0,0,0,54096,1,49.44,26.0,1991,2,16
1403,Colma,California,United States,1990-10-17,Bachelors,Manual,M,M,0,0,1,2,27731,0,46.28,26.0,1990,10,17
