,CountryRegionName,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,age
5620,Australia,Clerical,M,S,0,0,0,84404,50.62,29.0
5621,United States,Manual,F,S,0,0,0,29007,47.0,41.0
5622,United States,Clerical,F,M,1,1,2,84320,52.14,37.0
5623,Australia,Management,F,S,1,0,1,106613,51.71,58.0
5624,France,Skilled Manual,F,M,1,1,1,60041,52.19,31.0
5625,France,Clerical,M,S,1,0,0,86007,49.95,35.0
5626,France,Management,F,S,0,0,0,107191,53.08,19.0
5627,Canada,Skilled Manual,F,S,0,0,0,52485,52.06,23.0
5628,Canada,Skilled Manual,M,M,1,2,2,62445,58.95,40.0
5629,Australia,Management,F,S,1,0,0,109633,54.08,37.0
5630,United States,Management,F,M,1,2,2,105322,54.11,49.0
5631,Australia,Clerical,F,M,0,0,0,79443,49.91,24.0
5632,Australia,Clerical,M,M,1,0,2,86878,51.99,40.0
5633,United States,Professional,F,M,1,0,2,130123,52.54,30.0
5634,United States,Manual,M,S,0,0,0,32847,47.81,16.0
5635,United States,Management,M,M,1,0,0,112356,54.5,32.0
5636,Australia,Professional,M,S,1,0,0,139018,56.88,30.0
5637,Australia,Manual,M,M,0,0,0,34183,46.11,22.0
5638,United States,Skilled Manual,F,S,0,0,0,54629,48.37,22.0
5639,Australia,Manual,F,S,1,0,1,27476,45.59,54.0
5640,Germany,Manual,M,M,0,1,2,33837,47.7,29.0
5641,United States,Clerical,F,M,0,0,0,86143,50.5,23.0
5642,United Kingdom,Clerical,F,M,0,0,0,78968,50.64,23.0
5643,United States,Management,F,M,1,1,2,112085,52.98,30.0
5644,United States,Skilled Manual,F,M,1,2,2,55185,50.1,32.0
5645,United States,Management,M,M,1,0,1,104732,52.92,36.0
5646,Germany,Clerical,F,M,0,0,0,83574,50.24,23.0
5647,United Kingdom,Clerical,F,S,0,0,0,77236,52.84,29.0
5648,Australia,Skilled Manual,F,S,0,0,0,55712,49.33,28.0
5649,Canada,Clerical,M,M,1,2,2,84762,54.19,35.0
5650,United States,Skilled Manual,M,M,0,0,0,59417,48.98,20.0
5651,France,Skilled Manual,M,S,0,0,0,62302,55.59,31.0
5652,Canada,Management,F,S,1,0,0,112043,52.93,29.0
5653,United Kingdom,Clerical,M,M,1,1,2,81693,55.35,43.0
5654,United States,Skilled Manual,M,M,1,0,2,60546,52.06,45.0
5655,Germany,Management,F,S,1,0,0,110608,52.04,29.0
5656,United States,Management,F,M,1,1,2,104278,55.21,33.0
5657,United Kingdom,Skilled Manual,F,M,0,0,0,60474,47.84,22.0
5658,Australia,Clerical,M,S,0,0,0,76910,50.88,25.0
5659,United States,Skilled Manual,M,M,1,1,2,59166,52.0,42.0
5660,United Kingdom,Clerical,F,M,1,1,2,86245,54.06,46.0
5661,Canada,Clerical,M,S,1,0,0,77793,54.67,34.0
5662,United States,Skilled Manual,F,M,1,0,2,59454,49.29,39.0
5663,United States,Management,F,S,0,0,0,104122,52.36,28.0
5664,Germany,Clerical,M,M,1,1,2,82725,56.53,31.0
5665,Australia,Clerical,F,S,1,0,0,87020,54.45,34.0
5666,United Kingdom,Skilled Manual,M,M,1,0,2,58481,52.78,43.0
5667,Australia,Clerical,M,S,1,0,0,80139,54.79,40.0
5668,United Kingdom,Skilled Manual,M,M,1,0,2,51602,56.38,31.0
5669,United States,Skilled Manual,F,M,1,1,2,56915,51.63,44.0
5670,Australia,Professional,F,M,1,0,3,127557,51.64,57.0
5671,Germany,Clerical,F,S,0,0,0,78116,50.53,30.0
5672,United States,Manual,M,S,0,0,0,34819,50.02,21.0
5673,United States,Professional,F,S,1,1,1,135930,52.74,59.0
5674,United States,Skilled Manual,F,M,1,1,2,54662,47.97,57.0
5675,Australia,Skilled Manual,F,S,0,0,0,53264,50.27,34.0
5676,Australia,Management,F,M,1,0,2,105474,51.27,36.0
5677,United States,Management,M,M,1,0,0,109406,51.67,23.0
5678,United States,Skilled Manual,M,S,0,0,0,53072,54.46,37.0
5679,United States,Management,F,M,1,1,2,106349,53.19,58.0
5680,United States,Clerical,M,M,1,0,2,81141,50.07,54.0
5681,Australia,Skilled Manual,M,M,0,1,2,61460,50.51,28.0
5682,United States,Clerical,M,M,1,2,2,85123,51.31,40.0
5683,United States,Management,M,M,1,1,2,110081,52.74,27.0
5684,United States,Clerical,M,M,1,1,2,85091,53.99,27.0
5685,United States,Skilled Manual,M,M,1,2,2,54195,55.49,32.0
5686,United States,Clerical,M,M,1,0,2,81664,49.4,36.0
5687,France,Professional,F,S,1,0,0,138206,52.67,31.0
5688,United States,Skilled Manual,F,M,1,1,2,61599,49.32,30.0
5689,Germany,Management,F,M,1,1,2,108872,54.47,53.0
5690,France,Management,F,M,1,0,0,109238,51.41,34.0
5691,Australia,Clerical,M,M,1,2,2,78881,54.43,31.0
5692,France,Manual,M,S,1,1,1,33641,47.38,55.0
5693,France,Management,F,M,1,1,2,109372,51.88,50.0
5694,United States,Skilled Manual,F,S,1,0,0,53682,51.94,47.0
5695,United States,Management,F,S,1,0,0,101783,55.53,29.0
5696,Germany,Management,M,M,1,1,2,104092,52.46,35.0
5697,Australia,Skilled Manual,M,M,1,1,1,62501,58.91,30.0
5698,United States,Clerical,F,M,1,0,2,81446,50.4,34.0
5699,United States,Management,F,S,1,0,0,104918,55.2,29.0
5700,United Kingdom,Skilled Manual,F,S,0,0,0,59621,51.67,24.0
5701,United States,Professional,F,M,1,0,0,131353,51.98,24.0
5702,United States,Skilled Manual,M,S,0,0,0,55882,48.95,26.0
5703,United States,Clerical,F,M,1,0,2,85192,49.66,51.0
5704,France,Management,M,S,1,0,0,113511,51.49,29.0
5705,United States,Skilled Manual,F,M,1,0,1,52503,48.4,35.0
5706,United States,Clerical,M,S,1,0,1,77260,53.1,64.0
5707,Australia,Clerical,F,S,0,0,0,76609,53.68,17.0
5708,Australia,Management,F,M,0,0,0,103002,50.93,17.0
5709,United States,Clerical,M,M,1,1,1,78037,56.47,38.0
5710,United States,Professional,M,M,1,0,2,133061,53.34,37.0
5711,United States,Management,F,S,1,0,0,104779,54.13,33.0
5712,United States,Clerical,F,M,1,0,1,78315,50.36,30.0
5713,Australia,Manual,F,S,1,0,0,28930,47.32,46.0
5714,Germany,Management,M,M,1,1,1,110089,55.8,35.0
5715,United States,Skilled Manual,F,M,1,0,2,59088,48.7,46.0
5716,Germany,Skilled Manual,M,S,0,0,0,58662,49.17,25.0
5717,Australia,Skilled Manual,F,M,0,0,0,59469,49.23,23.0
5718,Australia,Clerical,F,M,1,0,1,78992,50.08,24.0
5719,France,Skilled Manual,F,S,0,0,0,59378,52.46,28.0
5720,United States,Clerical,F,S,0,0,0,84470,53.46,28.0
5721,United States,Skilled Manual,F,S,0,0,0,61167,48.31,21.0
5722,United States,Clerical,M,S,0,0,0,81568,54.86,18.0
5723,Canada,Manual,F,M,1,0,1,34018,46.2,47.0
5724,Australia,Skilled Manual,F,S,0,0,0,54812,48.38,30.0
5725,Canada,Skilled Manual,M,M,1,1,2,54780,53.03,42.0
5726,France,Clerical,F,S,1,0,0,79548,51.59,37.0
5727,Australia,Clerical,F,M,1,2,2,82498,51.67,44.0
5728,United States,Management,M,M,1,1,2,109293,51.93,53.0
5729,United States,Clerical,F,S,0,0,0,85223,53.1,29.0
5730,United Kingdom,Manual,M,M,0,0,2,36652,49.06,32.0
5731,France,Manual,F,S,0,0,0,32647,47.57,30.0
5732,United States,Skilled Manual,M,M,1,1,2,57110,55.49,46.0
5733,United States,Professional,M,M,1,0,2,132279,52.06,55.0
5734,United States,Management,M,M,1,0,1,112797,56.15,37.0
5735,United States,Manual,M,S,0,0,0,28342,46.45,20.0
5736,Australia,Manual,F,M,0,0,0,33684,46.3,23.0
5737,Germany,Professional,F,M,1,0,0,127823,52.45,23.0
5738,United States,Professional,M,M,1,0,0,133312,52.68,25.0
5739,United States,Skilled Manual,M,S,1,0,0,56485,56.02,40.0
5740,France,Skilled Manual,F,M,1,1,1,59169,50.31,43.0
5741,United States,Skilled Manual,M,M,1,1,2,52581,55.64,45.0
5742,United States,Skilled Manual,M,S,0,0,0,56086,52.78,19.0
5743,United States,Skilled Manual,F,M,0,0,0,50892,48.08,23.0
5744,Germany,Clerical,M,S,0,0,0,78650,49.78,18.0
5745,United States,Skilled Manual,M,S,0,0,0,57484,50.48,28.0
5746,United States,Skilled Manual,M,M,0,1,2,57379,48.79,27.0
5747,Germany,Clerical,F,S,0,0,0,80035,51.62,30.0
5748,United States,Skilled Manual,M,M,0,0,0,61654,48.87,22.0
5749,United States,Skilled Manual,F,M,0,0,0,53423,48.29,18.0
5750,Germany,Skilled Manual,F,M,0,0,1,54059,48.27,24.0
5751,Germany,Manual,M,M,0,1,1,29479,50.18,30.0
5752,Canada,Skilled Manual,F,S,0,0,0,61460,51.26,20.0
5753,France,Management,M,M,1,1,2,102492,53.77,42.0
5754,United States,Manual,M,M,1,1,2,32481,46.79,48.0
5755,United Kingdom,Skilled Manual,M,M,1,1,2,52857,57.15,30.0
5756,United Kingdom,Skilled Manual,M,M,0,1,1,60288,52.57,27.0
5757,Australia,Skilled Manual,M,S,0,0,0,62660,52.97,22.0
5758,France,Skilled Manual,M,S,0,0,0,59178,51.54,20.0
5759,Canada,Skilled Manual,M,S,1,0,0,51396,55.93,42.0
5760,United States,Management,F,S,1,0,1,108724,54.16,57.0
5761,United States,Manual,M,S,0,0,0,27126,45.66,28.0
5762,United States,Clerical,M,M,1,1,1,86503,59.08,36.0
5763,United States,Manual,M,M,1,0,2,32801,46.26,60.0
5764,Canada,Management,M,M,1,0,2,105555,51.22,54.0
5765,United States,Clerical,F,M,1,0,2,79198,50.14,41.0
5766,United Kingdom,Manual,M,S,0,0,0,34071,49.37,27.0
5767,United States,Clerical,F,M,1,0,2,78274,49.84,55.0
5768,United Kingdom,Management,F,S,1,0,0,112242,54.86,36.0
5769,United Kingdom,Manual,F,S,0,0,0,29776,46.15,31.0
5770,United States,Skilled Manual,M,S,0,0,0,55795,57.96,31.0
5771,Australia,Manual,F,S,0,0,0,32754,46.37,38.0
5772,Germany,Manual,M,M,1,0,2,32508,47.34,39.0
5773,United Kingdom,Clerical,F,S,0,0,0,86416,51.81,18.0
5774,United States,Clerical,F,M,1,0,1,84033,50.1,39.0
5775,United States,Clerical,F,M,1,1,2,79716,50.73,39.0
5776,United States,Skilled Manual,M,M,1,1,2,55512,56.99,30.0
5777,United States,Clerical,F,S,0,0,0,80671,51.98,18.0
5778,United States,Management,F,M,1,0,3,110780,51.24,60.0
5779,Australia,Clerical,F,M,1,0,2,82550,50.09,30.0
5780,United States,Manual,F,S,0,0,0,26083,46.16,19.0
5781,United Kingdom,Clerical,F,M,1,0,3,81325,49.95,68.0
5782,Germany,Skilled Manual,M,M,1,0,2,60063,52.48,44.0
5783,United States,Professional,M,S,1,0,0,134642,55.54,30.0
5784,United Kingdom,Skilled Manual,F,S,0,0,0,61845,52.93,33.0
5785,United States,Skilled Manual,M,M,1,2,2,55530,52.2,40.0
5786,United States,Manual,M,M,0,1,1,27969,55.38,32.0
5787,Australia,Manual,F,M,0,0,1,28423,46.07,32.0
5788,United States,Clerical,M,M,1,0,1,80585,58.87,35.0
5789,United States,Management,M,M,1,1,2,108140,58.86,39.0
5790,United States,Skilled Manual,F,M,0,0,2,55559,48.83,27.0
5791,Australia,Clerical,F,S,0,0,0,83419,53.34,32.0
5792,Germany,Skilled Manual,F,M,1,1,1,52705,47.94,41.0
5793,Australia,Manual,F,M,1,0,1,32468,46.35,35.0
5794,France,Skilled Manual,M,M,1,1,2,57767,50.5,67.0
5795,United States,Manual,F,M,1,1,1,29974,50.21,39.0
5796,United States,Professional,M,M,1,1,2,137154,62.64,38.0
5797,United States,Manual,M,S,0,0,0,34183,50.36,37.0
5798,Canada,Skilled Manual,M,S,1,0,0,59164,50.56,43.0
5799,United States,Skilled Manual,F,S,1,0,0,59792,50.21,48.0
5800,United States,Skilled Manual,F,S,0,0,0,53005,48.43,29.0
5801,United Kingdom,Skilled Manual,F,S,0,0,0,51524,52.88,37.0
5802,United States,Clerical,M,S,0,0,0,80402,51.2,28.0
5803,France,Manual,F,S,0,0,0,33569,48.68,32.0
5804,United States,Manual,M,M,1,0,1,28556,51.13,39.0
5805,Australia,Management,M,S,1,0,0,105981,53.88,31.0
5806,Australia,Clerical,M,S,1,0,0,80178,56.83,37.0
5807,Germany,Skilled Manual,F,S,0,0,0,60682,49.35,28.0
5808,Australia,Skilled Manual,M,M,0,0,0,60946,48.76,22.0
5809,Germany,Professional,M,M,1,2,2,131531,63.73,37.0
5810,United States,Skilled Manual,M,S,0,0,0,55309,48.18,23.0
5811,Germany,Management,F,M,1,1,2,102155,53.64,30.0
5812,Australia,Manual,M,M,0,1,1,37031,48.48,29.0
5813,United States,Management,M,S,1,0,1,106533,53.87,64.0
5814,United States,Skilled Manual,F,M,1,1,2,58373,48.72,42.0
5815,Australia,Skilled Manual,M,S,0,0,0,62468,52.96,28.0
5816,United Kingdom,Skilled Manual,F,M,1,1,2,53825,48.84,50.0
5817,Germany,Skilled Manual,M,S,1,0,0,58558,54.21,47.0
5818,United States,Skilled Manual,F,S,1,0,0,56973,50.84,45.0
5819,Australia,Manual,M,S,0,0,0,36110,51.24,31.0
5820,United States,Clerical,M,M,0,0,0,80258,49.86,20.0
5821,Australia,Management,M,M,1,1,2,105927,52.26,30.0
5822,United States,Manual,F,S,0,0,0,30961,49.56,38.0
5823,Germany,Skilled Manual,M,S,0,0,0,61708,54.12,30.0
5824,France,Skilled Manual,M,M,1,0,2,54641,54.82,45.0
5825,France,Professional,F,M,1,0,0,131916,52.48,31.0
5826,France,Clerical,M,M,1,0,2,80122,49.33,28.0
5827,Australia,Professional,F,S,0,0,0,137031,54.95,23.0
5828,United States,Management,M,S,0,0,0,106983,55.21,22.0
5829,United States,Management,F,S,1,0,0,103806,53.58,33.0
5830,United States,Skilled Manual,F,M,1,0,2,55249,48.04,49.0
5831,United States,Clerical,M,M,1,0,1,78709,50.94,35.0
5832,Canada,Skilled Manual,F,M,1,1,2,59789,50.09,50.0
5833,United States,Skilled Manual,F,S,0,0,0,56556,48.22,21.0
5834,Australia,Skilled Manual,M,M,1,1,1,52684,52.8,31.0
5835,Australia,Management,M,M,1,0,0,105724,51.41,29.0
5836,Australia,Skilled Manual,M,M,0,0,2,57474,48.15,25.0
5837,United States,Clerical,F,M,1,0,2,86400,50.13,44.0
5838,Australia,Skilled Manual,F,M,0,0,1,51935,48.45,28.0
5839,United States,Skilled Manual,F,S,0,0,0,55785,51.52,23.0
5840,Australia,Manual,F,S,0,0,0,28346,48.77,33.0
5841,France,Skilled Manual,M,M,1,0,2,59370,49.42,29.0
5842,Germany,Skilled Manual,M,S,0,0,0,52677,48.22,24.0
5843,Australia,Professional,M,S,1,0,0,135547,63.6,32.0
5844,United States,Manual,M,M,1,0,1,35344,52.93,38.0
5845,Germany,Clerical,F,M,1,0,2,82465,50.59,41.0
5846,United States,Skilled Manual,F,S,1,0,0,56469,49.75,41.0
5847,Australia,Manual,M,M,0,0,2,31965,46.36,26.0
5848,Germany,Skilled Manual,M,M,1,1,2,56375,56.33,42.0
5849,United States,Professional,M,M,1,0,0,137939,52.86,29.0
5850,United Kingdom,Professional,M,M,1,0,2,128167,51.46,28.0
5851,United States,Manual,F,S,0,0,0,31716,47.3,20.0
5852,United Kingdom,Management,F,M,1,0,1,103168,51.34,41.0
5853,United States,Manual,F,S,0,0,0,28084,46.02,30.0
5854,France,Clerical,F,S,0,0,0,84511,51.72,19.0
5855,Canada,Professional,F,S,1,0,0,131324,53.96,24.0
5856,Australia,Management,F,M,1,0,0,104597,51.57,29.0
5857,Germany,Skilled Manual,M,S,1,0,0,51849,51.3,41.0
5858,United Kingdom,Clerical,M,S,1,0,1,81039,52.3,57.0
5859,Canada,Clerical,F,M,1,0,2,84746,49.93,49.0
5860,United Kingdom,Management,F,S,1,0,0,106712,54.1,39.0
5861,United Kingdom,Clerical,F,M,1,2,2,81112,52.4,35.0
5862,Germany,Clerical,F,S,1,0,0,77142,49.16,36.0
5863,France,Management,F,M,1,0,0,109017,51.41,34.0
5864,Canada,Management,F,S,1,0,0,109635,55.23,30.0
5865,Germany,Clerical,M,M,1,1,2,86168,53.05,45.0
5866,Canada,Manual,M,M,0,0,1,31075,45.23,28.0
5867,United States,Skilled Manual,M,S,0,0,0,62617,58.81,31.0
5868,United States,Skilled Manual,M,M,1,0,2,58164,56.85,40.0
5869,Australia,Professional,F,S,1,0,0,134176,55.75,30.0
5870,United States,Skilled Manual,F,S,0,0,0,52617,51.12,33.0
5871,Australia,Clerical,F,M,1,0,3,82011,50.55,59.0
5872,France,Manual,M,M,0,0,2,30719,45.69,28.0
5873,Australia,Skilled Manual,F,M,1,1,1,52627,49.58,30.0
5874,United States,Skilled Manual,M,S,0,0,0,53555,50.58,22.0
5875,United States,Management,M,S,1,0,0,108093,58.82,32.0
5876,Australia,Skilled Manual,F,M,0,0,2,58491,48.48,24.0
5877,Australia,Clerical,F,S,1,0,1,76608,51.95,60.0
5878,Germany,Manual,F,M,0,0,1,31502,46.6,28.0
5879,United States,Clerical,M,S,0,0,0,86967,54.5,23.0
5880,United Kingdom,Management,F,S,0,0,0,106833,54.22,18.0
5881,France,Skilled Manual,M,S,0,0,0,57874,48.45,24.0
5882,Germany,Clerical,M,S,1,0,0,77369,62.52,34.0
5883,United States,Skilled Manual,M,S,1,1,1,62163,53.07,51.0
5884,United States,Clerical,F,M,1,1,2,86848,53.64,34.0
5885,United States,Skilled Manual,F,M,1,0,2,59429,47.91,50.0
5886,United States,Management,F,S,1,0,0,105827,53.05,32.0
5887,Germany,Professional,M,M,1,0,0,134682,52.38,27.0
5888,Canada,Clerical,F,M,1,0,2,85115,49.83,44.0
5889,Australia,Manual,F,S,0,0,0,32731,50.35,25.0
5890,Australia,Clerical,M,S,0,0,0,85736,50.28,20.0
5891,United Kingdom,Clerical,M,M,1,0,1,77845,50.34,31.0
5892,United Kingdom,Manual,M,S,0,0,0,34799,47.7,18.0
5893,United Kingdom,Skilled Manual,F,M,1,1,2,52295,49.08,61.0
5894,Germany,Clerical,F,M,1,2,2,76532,51.74,42.0
5895,United States,Manual,F,S,0,0,0,26034,49.0,16.0
5896,United States,Manual,M,M,1,0,2,33891,52.58,37.0
5897,France,Clerical,M,M,1,1,2,80718,54.61,51.0
5898,United States,Clerical,F,M,1,1,2,86030,51.2,49.0
5899,Australia,Management,M,S,0,0,0,111229,55.59,26.0
5900,Australia,Skilled Manual,M,S,0,0,0,58838,52.64,20.0
5901,France,Management,F,M,1,0,1,104334,50.66,29.0
5902,United States,Manual,F,M,1,1,2,34652,49.36,44.0
5903,United States,Manual,F,S,0,0,0,36581,48.29,28.0
5904,Australia,Skilled Manual,F,M,1,1,2,57582,48.49,39.0
5905,Australia,Professional,M,M,1,0,0,137101,52.81,27.0
5906,United Kingdom,Clerical,F,S,0,0,0,79923,51.73,30.0
5907,United Kingdom,Professional,F,S,1,0,0,138273,54.84,37.0
5908,Australia,Skilled Manual,M,M,1,1,2,54668,51.67,39.0
5909,United Kingdom,Manual,F,M,1,0,2,27018,44.89,36.0
5910,Canada,Manual,F,M,1,0,1,35977,46.7,38.0
5911,United States,Professional,M,S,1,0,1,131661,54.17,52.0
5912,Germany,Skilled Manual,F,M,1,0,2,55341,48.92,42.0
5913,United Kingdom,Clerical,F,S,1,0,0,76984,52.69,36.0
5914,France,Skilled Manual,F,M,1,2,2,55529,48.59,35.0
5915,Germany,Skilled Manual,F,S,0,0,0,54938,48.84,19.0
5916,Germany,Skilled Manual,F,S,0,0,0,60321,50.89,23.0
5917,United States,Clerical,F,S,1,1,1,78742,50.82,49.0
5918,United States,Skilled Manual,M,M,1,0,1,55221,51.58,34.0
5919,Germany,Manual,F,S,0,0,0,33686,50.62,22.0
5920,Australia,Management,F,S,1,1,1,109164,54.25,53.0
5921,Germany,Skilled Manual,F,S,0,0,0,52063,49.24,28.0
5922,France,Manual,M,S,0,0,0,32497,45.32,32.0
5923,Germany,Skilled Manual,F,S,0,0,0,56978,50.62,29.0
5924,Australia,Management,F,S,0,0,0,110148,54.64,28.0
5925,United States,Manual,M,M,0,1,1,36961,49.95,26.0
5926,Australia,Professional,F,S,1,0,0,130810,54.08,27.0
5927,United States,Manual,F,M,1,1,1,32751,50.82,44.0
5928,Australia,Manual,M,M,1,0,1,35217,54.58,36.0
5929,Germany,Clerical,M,S,0,0,0,86595,58.06,33.0
5930,Australia,Manual,F,M,0,0,1,34851,46.61,24.0
5931,United States,Management,M,S,0,0,0,112316,54.16,26.0
5932,Germany,Skilled Manual,F,M,1,0,1,58549,47.94,44.0
5933,France,Clerical,M,M,1,0,1,86944,56.74,30.0
5934,France,Clerical,M,S,0,0,0,80352,58.62,30.0
5935,United States,Professional,M,M,1,0,0,128005,52.01,25.0
5936,Germany,Skilled Manual,M,M,0,0,0,55282,48.12,23.0
5937,United States,Manual,M,M,0,1,1,32468,49.2,29.0
5938,United States,Clerical,F,M,1,0,3,77797,50.66,60.0
5939,France,Skilled Manual,F,S,1,1,1,53295,51.59,50.0
5940,United States,Clerical,F,S,0,0,0,78559,50.73,17.0
5941,United States,Manual,F,S,0,0,0,31538,45.72,24.0
5942,France,Clerical,M,S,1,0,0,78477,62.02,45.0
5943,United States,Professional,F,M,1,0,1,127821,51.71,25.0
5944,Australia,Skilled Manual,M,M,1,2,2,56962,52.37,57.0
5945,Canada,Management,F,S,0,0,0,103822,51.2,27.0
5946,United States,Skilled Manual,M,S,1,0,0,58039,50.96,48.0
5947,United States,Clerical,F,S,1,0,0,81730,52.82,36.0
5948,United States,Manual,M,S,0,0,0,36656,46.19,29.0
5949,United States,Management,F,M,1,0,3,102694,50.89,65.0
5950,Germany,Skilled Manual,M,M,0,0,0,57018,48.67,18.0
5951,United States,Clerical,F,S,0,0,0,79340,52.26,32.0
5952,Germany,Clerical,F,M,1,0,2,87308,49.65,38.0
5953,Australia,Skilled Manual,M,M,1,0,2,57102,51.9,48.0
5954,United States,Clerical,F,M,1,0,2,84223,50.68,48.0
5955,France,Manual,M,S,0,0,0,29280,48.43,29.0
5956,Germany,Professional,M,S,1,1,1,134104,54.07,61.0
5957,United States,Manual,M,S,0,0,0,28429,56.22,42.0
5958,United States,Professional,M,M,1,2,2,136828,52.99,62.0
5959,United States,Skilled Manual,M,M,1,0,2,53300,53.66,33.0
5960,United Kingdom,Skilled Manual,M,S,0,0,0,56695,49.56,24.0
5961,United States,Clerical,F,S,0,0,0,82743,54.31,32.0
5962,Australia,Skilled Manual,F,M,0,1,1,59314,49.6,27.0
5963,Australia,Professional,F,S,1,0,1,128358,54.74,57.0
5964,Australia,Skilled Manual,F,S,0,0,0,57610,52.29,19.0
5965,United States,Clerical,F,S,0,0,0,82560,52.31,17.0
5966,United States,Manual,M,M,1,1,2,36508,54.63,39.0
5967,Australia,Clerical,M,M,1,2,2,82684,53.86,50.0
5968,United States,Skilled Manual,M,M,1,0,2,59800,50.34,35.0
5969,United Kingdom,Professional,M,M,1,1,2,127990,61.14,43.0
5970,United States,Management,F,S,1,0,0,111517,51.83,37.0
5971,United States,Clerical,F,M,0,0,0,81758,49.97,17.0
5972,France,Management,F,S,1,0,1,104546,51.36,62.0
5973,Australia,Manual,F,S,1,0,0,31693,49.37,47.0
5974,France,Skilled Manual,M,S,0,0,0,53344,58.73,38.0
5975,Canada,Skilled Manual,M,M,1,0,2,60737,49.09,50.0
5976,United States,Clerical,M,M,1,1,2,79996,60.59,41.0
5977,Canada,Skilled Manual,F,S,1,0,0,54031,51.17,41.0
5978,United States,Skilled Manual,M,S,0,0,0,57587,48.46,17.0
5979,United States,Skilled Manual,M,M,1,0,2,52451,57.68,48.0
5980,Australia,Skilled Manual,F,M,1,1,2,55097,49.27,40.0
5981,France,Skilled Manual,F,S,0,0,0,56597,49.09,22.0
5982,Germany,Skilled Manual,M,S,0,0,0,54508,51.73,25.0
5983,United States,Skilled Manual,F,S,0,0,0,53470,50.48,19.0
5984,Australia,Clerical,F,M,0,0,0,83615,50.51,18.0
5985,United States,Professional,M,M,1,1,2,137654,57.67,33.0
5986,United States,Skilled Manual,M,S,0,0,0,60763,50.27,30.0
5987,United Kingdom,Professional,F,M,1,1,2,128001,53.97,35.0
5988,United Kingdom,Management,F,M,1,1,2,102608,51.72,55.0
5989,United States,Skilled Manual,F,M,1,2,2,59054,50.09,33.0
5990,United States,Clerical,M,S,1,0,0,83545,55.29,45.0
5991,Canada,Manual,M,M,0,0,0,34755,46.94,20.0
5992,United States,Skilled Manual,F,S,0,0,0,55376,48.49,17.0
5993,United States,Clerical,M,M,0,0,0,85853,50.27,18.0
5994,Canada,Manual,M,M,1,1,2,34792,51.92,42.0
5995,United States,Professional,F,M,1,1,2,133199,55.01,59.0
5996,Germany,Professional,F,M,1,2,2,138021,56.5,58.0
5997,Canada,Manual,M,S,0,0,0,36666,49.28,20.0
5998,United States,Clerical,M,M,0,0,0,82700,50.1,20.0
5999,United States,Skilled Manual,F,M,1,0,2,61330,49.07,39.0
6000,United States,Management,M,M,1,0,2,104109,50.83,40.0
6001,United States,Professional,F,M,1,0,0,134106,52.64,23.0
6002,United Kingdom,Manual,M,S,0,0,0,33252,46.31,22.0
6003,Germany,Skilled Manual,M,S,1,0,0,56794,56.95,45.0
6004,United States,Skilled Manual,M,M,1,0,2,52357,54.74,39.0
6005,United Kingdom,Skilled Manual,F,M,0,0,0,52494,47.75,16.0
6006,United States,Management,M,M,1,0,3,107682,51.3,60.0
6007,Australia,Manual,F,M,0,0,0,26440,45.34,17.0
6008,Australia,Manual,M,S,0,0,0,35586,50.75,28.0
6009,France,Management,M,M,1,0,2,102827,52.86,36.0
6010,United States,Skilled Manual,M,M,1,1,2,60347,55.79,48.0
6011,Canada,Clerical,M,S,0,0,0,79259,51.81,21.0
6012,Australia,Management,F,M,1,1,1,106502,54.18,26.0
6013,Germany,Clerical,M,M,1,1,2,81614,59.6,40.0
6014,United States,Professional,M,M,1,0,1,136226,55.49,30.0
6015,Australia,Skilled Manual,F,S,1,0,0,53084,48.19,39.0
6016,Australia,Skilled Manual,M,M,0,1,2,54540,48.92,28.0
6017,United States,Professional,F,S,1,0,0,135140,54.85,38.0
